record_id,abstract,authors,citationCount,externalIds,fieldsOfStudy,influentialCitationCount,isOpenAccess,journal,paperId,publicationDate,publicationTypes,referenceCount,s2FieldsOfStudy,title,url,venue,year,Included,asreview_ranking,relevancy
8,"In many observational studies in social science and medicine, individuals are connected in ways that affect the adoption and efficacy of interventions. One individual’s treatment and attributes may affect another individual’s treatment and outcome. In particular, this violates the commonly made stable unit treatment value assumption (SUTVA). Interference is often heterogeneous, and an individual’s outcome is not only affected by how many, but also which, neighbors or connections are treated. In this paper, we propose a flexible framework for heterogeneous partial interference that partitions units into subsets based on observables. We allow interactions to be heterogeneous across subsets, but homogeneous for individuals within a subset. In this framework, we propose a class of estimators for heterogeneous direct and spillover effects from observational data that are shown to be doubly robust, asymptotically normal, and semiparametric efficient. In addition, we discuss a bias-variance tradeoff between robustness to heterogeneous interference and estimation efficiency. We further propose consistent matchingbased variance estimators and hypothesis tests to determine the appropriate specification of interference structure. We apply our methods to the Add Health data and find that regular alcohol consumption exhibits negative effects on academic performance, but the magnitude of effect varies by gender and friends’ alcohol consumption.","[{'authorId': '115579762', 'externalIds': {}, 'url': 'https://www.semanticscholar.org/author/115579762', 'name': 'Zhaonan Qu', 'aliases': None, 'affiliations': [], 'homepage': None, 'paperCount': 13, 'citationCount': 52, 'hIndex': 3}, {'authorId': '50824401', 'externalIds': {'DBLP': ['Ruoxuan Xiong']}, 'url': 'https://www.semanticscholar.org/author/50824401', 'name': 'Ruoxuan Xiong', 'aliases': None, 'affiliations': [], 'homepage': None, 'paperCount': 33, 'citationCount': 479, 'hIndex': 12}, {'authorId': '2121187577', 'externalIds': {}, 'url': 'https://www.semanticscholar.org/author/2121187577', 'name': 'Jizhou Liu', 'aliases': None, 'affiliations': [], 'homepage': None, 'paperCount': 6, 'citationCount': 6, 'hIndex': 2}, {'authorId': '47166531', 'externalIds': {'DBLP': ['Guido Imbens']}, 'url': 'https://www.semanticscholar.org/author/47166531', 'name': 'G. Imbens', 'aliases': ['G W Imbens', 'Guido W Imbens', 'G. Imbens', 'Guido W. Imbens', 'Guido Imbens', 'G. W. Imbens'], 'affiliations': [], 'homepage': None, 'paperCount': 235, 'citationCount': 50702, 'hIndex': 82}]",3,"{'ArXiv': '2107.12420', 'CorpusId': 236447602}","['Mathematics', 'Economics']",0,FALSE,,4ab9d56c0ce449b45ba7747efe1b0cf567844f74,2021-07-26,,89,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Efficient Treatment Effect Estimation in Observational Studies under Heterogeneous Partial Interference,https://www.semanticscholar.org/paper/4ab9d56c0ce449b45ba7747efe1b0cf567844f74,,2021,1,9,0.75
22,"Abstract Suppose that we observe a population of causally connected units. On each unit at each time-point on a grid we observe a set of other units the unit is potentially connected with, and a unit-specific longitudinal data structure consisting of baseline and time-dependent covariates, a time-dependent treatment, and a final outcome of interest. The target quantity of interest is defined as the mean outcome for this group of units if the exposures of the units would be probabilistically assigned according to a known specified mechanism, where the latter is called a stochastic intervention. Causal effects of interest are defined as contrasts of the mean of the unit-specific outcomes under different stochastic interventions one wishes to evaluate. This covers a large range of estimation problems from independent units, independent clusters of units, and a single cluster of units in which each unit has a limited number of connections to other units. The allowed dependence includes treatment allocation in response to data on multiple units and so called causal interference as special cases. We present a few motivating classes of examples, propose a structural causal model, define the desired causal quantities, address the identification of these quantities from the observed data, and define maximum likelihood based estimators based on cross-validation. In particular, we present maximum likelihood based super-learning for this network data. Nonetheless, such smoothed/regularized maximum likelihood estimators are not targeted and will thereby be overly bias w.r.t. the target parameter, and, as a consequence, generally not result in asymptotically normally distributed estimators of the statistical target parameter. To formally develop estimation theory, we focus on the simpler case in which the longitudinal data structure is a point-treatment data structure. We formulate a novel targeted maximum likelihood estimator of this estimand and show that the double robustness of the efficient influence curve implies that the bias of the targeted minimum loss-based estimation (TMLE) will be a second-order term involving squared differences of two nuisance parameters. In particular, the TMLE will be consistent if either one of these nuisance parameters is consistently estimated. Due to the causal dependencies between units, the data set may correspond with the realization of a single experiment, so that establishing a (e.g. normal) limit distribution for the targeted maximum likelihood estimators, and corresponding statistical inference, is a challenging topic. We prove two formal theorems establishing the asymptotic normality using advances in weak-convergence theory. We conclude with a discussion and refer to an accompanying technical report for extensions to general longitudinal data structures.","[{'authorId': '3033525', 'name': 'M. J. van der Laan'}]",55,"{'DOI': '10.1515/jci-2013-0002', 'CorpusId': 22958851, 'PubMed': '26180755'}",['Medicine'],10,TRUE,"{'volume': '2', 'pages': '13 - 74', 'name': 'Journal of Causal Inference'}",9263f291f0e50212fb62aeb43a4d59088f188a12,,['JournalArticle'],64,"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",Causal Inference for a Population of Causally Connected Units,https://www.semanticscholar.org/paper/9263f291f0e50212fb62aeb43a4d59088f188a12,Journal of Causal Inference,2014,1,23,0.6790123457
19,"Inferring causal effects from an observational study is challenging because participants are not randomized to treatment. Observational studies in infectious disease research present the additional challenge that one participant's treatment may affect another participant's outcome, i.e., there may be interference. In this paper recent approaches to defining causal effects in the presence of interference are considered, and new causal estimands designed specifically for use with observational studies are proposed. Previously defined estimands target counterfactual scenarios in which individuals independently select treatment with equal probability. However, in settings where there is interference between individuals within clusters, it may be unlikely that treatment selection is independent between individuals in the same cluster. The proposed causal estimands instead describe counterfactual scenarios in which the treatment selection correlation structure is the same as in the observed data distribution, allowing for within-cluster dependence in the individual treatment selections. These estimands may be more relevant for policy-makers or public health officials who desire to quantify the effect of increasing the proportion of treated individuals in a population. Inverse probability-weighted estimators for these estimands are proposed. The large-sample properties of the estimators are derived, and a simulation study demonstrating the finite-sample performance of the estimators is presented. The proposed methods are illustrated by analyzing data from a study of cholera vaccination in over 100,000 individuals in Bangladesh.","[{'authorId': '49001614', 'name': 'B. Barkley'}, {'authorId': '145807681', 'name': 'M. Hudgens'}, {'authorId': '145409126', 'name': 'J. Clemens'}, {'authorId': '145701359', 'name': 'Mohammad Ali'}, {'authorId': '2319059', 'name': 'M. Emch'}]",21,"{'MAG': '3088441885', 'ArXiv': '1711.04834', 'DOI': '10.1214/19-aoas1314', 'CorpusId': 54575880}","['Mathematics', 'Medicine']",3,TRUE,"{'volume': '', 'name': 'arXiv: Methodology'}",68d2d253019b856b2c495274a094a358323b39ec,2017-11-13,,33,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","Causal inference from observational studies with clustered interference, with application to a cholera vaccine study",https://www.semanticscholar.org/paper/68d2d253019b856b2c495274a094a358323b39ec,,2017,1,20,0.5833333333
11,"There has been growing interest in causal inference to study treatment effects under interference. While many estimators have been proposed, there is little work on studying efficiency-related optimality properties of these estimators. To this end, the paper presents semiparametrically efficient and doubly robust estimation of network treatment effects under interference. We focus on partial interference where study units are partitioned into non-overlapping clusters and there is interference within clusters, but not across clusters. We derive the efficient influence function and the semiparametric efficiency bound for a family of network causal effects that include the direct and the indirect/spillover effects. We also adapt M-estimation theory to interference settings and propose M-estimators which are locally efficient and doubly robust. We conclude by presenting some limited results on adaptive estimation to interference patterns, or commonly referred to as exposure mapping.","[{'authorId': '2115237536', 'name': 'Chan Park'}, {'authorId': '15618212', 'name': 'Hyunseung Kang'}]",5,"{'ArXiv': '2004.08950', 'MAG': '3017212421', 'CorpusId': 215827506}","['Mathematics', 'Computer Science']",1,FALSE,"{'volume': '', 'name': 'arXiv: Methodology'}",a8912dd443bdb219619b42dd1781a8e85ffe5287,2020-04-19,,74,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Efficient Semiparametric Estimation of Network Treatment Effects Under Partial Interference,https://www.semanticscholar.org/paper/a8912dd443bdb219619b42dd1781a8e85ffe5287,,2020,1,12,0.5555555556
2572,"Given causal graph assumptions, intervention-specific counterfactual distributions of the data can be defined by the so called G-computation formula, which is obtained by carrying out these interventions on the likelihood of the data factorized according to the causal graph. The obtained G-computation formula represents the counterfactual distribution the data would have had if this intervention would have been enforced on the system generating the data. A causal effect of interest can now be defined as some difference between these counterfactual distributions indexed by different interventions. For example, the interventions can represent static treatment regimens or individualized treatment rules that assign treatment in response to time-dependent covariates, and the causal effects could be defined in terms of features of the mean of the treatment-regimen specific counterfactual outcome of interest as a function of the corresponding treatment regimens. Such features could be defined nonparametrically in terms of so called (nonparametric) marginal structural models for static or individualized treatment rules, whose parameters can be thought of as (smooth) summary measures of differences between the treatment regimen specific counterfactual distributions.In this article, we develop a particular targeted maximum likelihood estimator of causal effects of multiple time point interventions. This involves the use of loss-based super-learning to obtain an initial estimate of the unknown factors of the G-computation formula, and subsequently, applying a target-parameter specific optimal fluctuation function (least favorable parametric submodel) to each estimated factor, estimating the fluctuation parameter(s) with maximum likelihood estimation, and iterating this updating step of the initial factor till convergence. This iterative targeted maximum likelihood updating step makes the resulting estimator of the causal effect double robust in the sense that it is consistent if either the initial estimator is consistent, or the estimator of the optimal fluctuation function is consistent. The optimal fluctuation function is correctly specified if the conditional distributions of the nodes in the causal graph one intervenes upon are correctly specified. The latter conditional distributions often comprise the so called treatment and censoring mechanism. Selection among different targeted maximum likelihood estimators (e.g., indexed by different initial estimators) can be based on loss-based cross-validation such as likelihood based cross-validation or cross-validation based on another appropriate loss function for the distribution of the data. Some specific loss functions are mentioned in this article.Subsequently, a variety of interesting observations about this targeted maximum likelihood estimation procedure are made. This article provides the basis for the subsequent companion Part II-article in which concrete demonstrations for the implementation of the targeted MLE in complex causal effect estimation problems are provided.","[{'authorId': '3033525', 'name': 'M. J. van der Laan'}]",82,"{'DOI': '10.2202/1557-4679.1211', 'CorpusId': 32411366, 'PubMed': '21969992'}",['Medicine'],12,FALSE,"{'volume': '6', 'name': 'The International Journal of Biostatistics'}",7957695ba7bece37897c09700ef8771a2b93bad4,,['JournalArticle'],0,"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",Targeted Maximum Likelihood Based Causal Inference: Part I,https://www.semanticscholar.org/paper/7957695ba7bece37897c09700ef8771a2b93bad4,The International Journal of Biostatistics,2010,1,32,0.4852071006
1731,"This paper presents a methodology to draw causal inference in a non-experimental setting subject to network interference. Specifically, we develop a generalized propensity score-based estimator that allows us to estimate both direct and spillover effects of a continuous treatment, which spreads through weighted and directed edges of a network. To showcase this methodology, we investigate whether and how spillover effects shape the optimal level of policy interventions in agricultural markets. Our results show that, in this context, neglecting interference may lead to a downward bias when assessing policy effectiveness.","[{'authorId': '1393994459', 'name': 'Davide Del Prete'}, {'authorId': '3410267', 'name': 'L. Forastiere'}, {'authorId': '22419926', 'name': 'Valerio Leone Sciabolazza'}]",7,"{'MAG': '3022795487', 'ArXiv': '2004.13459', 'DOI': '10.2139/ssrn.3363173', 'CorpusId': 216562394}","['Computer Science', 'Mathematics', 'Economics']",1,FALSE,{'name': 'Agricultural Food Science'},f689ed9caf25fe9b0011d7dec6f0f9c523df9814,2019-03-31,,67,"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Causal Inference on Networks Under Continuous Treatment Interference: An Application to Trade Distortions in Agricultural Markets,https://www.semanticscholar.org/paper/f689ed9caf25fe9b0011d7dec6f0f9c523df9814,SSRN Electronic Journal,2019,1,28,0.4375
21,"Suppose that we observe a population of causally connected units. On each unit at each time-point on a grid we observe a set of other units the unit is potentially connected with, and a unit-specific longitudinal data structure consisting of baseline and time-dependent covariates, a time-dependent treatment, and a final outcome of interest. The target quantity of interest is defined as the mean outcome for this group of units if the exposures of the units would be probabilistically assigned according to a known specified mechanism, where the latter is called a stochastic intervention. Causal effects of interest are defined as contrasts of the mean of the unit-specific outcomes under different stochastic interventions one wishes to evaluate. This covers a large range of estimation problems from independent units, independent clusters of units, and a single cluster of units in which each unit has a limited number of connections to other units. The allowed dependence includes treatment allocation in response to data on multiple units and so called causal interference as special cases. We present a few motivating classes of examples, propose a structural causal model, define the desired causal quantities, address the identification of these quantities from the observed data, and define maximum likelihood based estimators based on cross-validation. In particular, we present maximum likelihood based super-learning for this network data. Nonetheless, such smoothed/regularized maximum likelihood estimators are not targeted and will thereby be overly bias w.r.t. the target parameter, and, as a consequence, generally not result in asymptotically normally distributed estimators of the statistical target parameter.","[{'authorId': '145099512', 'name': 'M. J. Laan'}]",33,"{'MAG': '2110313653', 'DOI': '10.1515/JCI-2013-0002', 'CorpusId': 62653503}",['Computer Science'],4,TRUE,"{'volume': '2', 'pages': '13-74', 'name': ''}",af26ace3ca4faf6d6ef799ba13c85867dda7482f,2014-03-01,,62,"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",Causal Inference for a Population of Causally Connected Units,https://www.semanticscholar.org/paper/af26ace3ca4faf6d6ef799ba13c85867dda7482f,,2014,1,22,0.4074074074
14,"In most real-world systems units are interconnected and can be represented as networks consisting of nodes and edges. For instance, in social systems individuals can have social ties, family or financial relationships. In settings where some units are exposed to a treatment and its effect spills over connected units, estimating both the direct effect of the treatment and spillover effects presents several challenges. First, assumptions on the way and the extent to which spillover effects occur along the observed network are required. Second, in observational studies, where the treatment assignment is not under the control of the investigator, confounding and homophily are potential threats to the identification and estimation of causal effects on networks. Here, we make two structural assumptions: i) neighborhood interference, which assumes interference operates only through a function of the immediate neighbors' treatments ii) unconfoundedness of the individual and neighborhood treatment, which rules out the presence of unmeasured confounding variables, including those driving homophily. Under these assumptions we develop a new covariate-adjustment estimator for treatment and spillover effects in observational studies on networks. Estimation is based on a generalized propensity score that balances individual and neighborhood covariates across units under different levels of individual treatment and of exposure to neighbors' treatment. Adjustment for propensity score is performed using a penalized spline regression. Inference capitalizes on a three-step Bayesian procedure which allows to take into account the uncertainty in the propensity score estimation and avoiding model feedback. Finally, correlation of interacting units is taken into account using a community detection algorithm and incorporating random effects in the outcome model.","[{'authorId': '3410267', 'name': 'L. Forastiere'}, {'authorId': '3011947', 'name': 'F. Mealli'}, {'authorId': '2075411089', 'name': 'Albert Wu'}, {'authorId': '2247552', 'name': 'E. Airoldi'}]",10,"{'MAG': '2883979661', 'ArXiv': '1807.11038', 'CorpusId': 88523322}",['Mathematics'],0,FALSE,"{'volume': '', 'name': 'arXiv: Methodology'}",7ba39959b592b8affe07036a798523de645499ed,2018-07-29,,72,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Estimating Causal Effects Under Interference Using Bayesian Generalized Propensity Scores,https://www.semanticscholar.org/paper/7ba39959b592b8affe07036a798523de645499ed,,2018,1,15,0.4
1340,"In experimental design and causal inference, it may happen that the treatment is not defined on individual experimental units, but rather on pairs or, more generally, on groups of units. For example, teachers may choose pairs of students who do not know each other to teach a new curriculum; regulators might allow or disallow merging of firms, and biologists may introduce or inhibit interactions between genes or proteins. In this paper, we formalize this experimental setting, and we refer to the individual treatments in such setting as entangled treatments. We then consider the special case where individual treatments depend on a common population quantity, and develop theory and methodology to deal with this case. In our target applications, the common population quantity is a network, and the individual treatments are defined as functions of the change in the network between two specific time points. Our focus is on estimating the causal effect of entangled treatments in observational studies where entangled treatments are endogenous and cannot be directly manipulated. When treatment cannot be manipulated, be it entangled or not, it is necessary to account for the treatment assignment mechanism to avoid selection bias, commonly through a propensity score methodology. In this paper, we quantify the extent to which classical propensity score methodology ignores treatment entanglement, and characterize the bias in the estimated causal effects. To characterize such bias we introduce a novel similarity function between propensity score models, and a practical approximation of it, which we use to quantify model misspecification of propensity scores due to entanglement. One solution to avoid the bias in the presence of entangled treatments is to model the change in the network, directly, and calculate an individual unit's propensity score by averaging treatment assignments over this change.","[{'authorId': '1776973', 'name': 'Panos Toulis'}, {'authorId': '6974508', 'name': 'A. Volfovsky'}, {'authorId': '2247552', 'name': 'E. Airoldi'}]",8,"{'MAG': '2785098594', 'ArXiv': '1801.07310', 'CorpusId': 88523535}",['Mathematics'],0,FALSE,"{'volume': '', 'name': 'arXiv: Statistics Theory'}",f5a8d33d4d0be3d80ba6c3c4229a4f5426137f30,2018-01-22,,77,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Propensity score methodology in the presence of network entanglement between treatments,https://www.semanticscholar.org/paper/f5a8d33d4d0be3d80ba6c3c4229a4f5426137f30,,2018,1,29,0.32
17,"No man is an island, as individuals interact and influence one another daily in our society. When social influence takes place in experiments on a population of interconnected individuals, the treatment on a unit may affect the outcomes of other units, a phenomenon known as interference. This thesis develops a causal framework and inference methodology for experiments where interference takes place on a network of influence (i.e. network interference). In this framework, the network potential outcomes serve as the key quantity and flexible building blocks for causal estimands that represent a variety of primary, peer, and total treatment effects. These causal estimands are estimated via principled Bayesian imputation of missing outcomes. The theory on the unconfoundedness assumptions leading to simplified imputation highlights the importance of including relevant network covariates in the potential outcome model. Additionally, experimental designs that result in balanced covariates and sizes across treatment exposure groups further improve the causal estimate, especially by mitigating potential outcome model mis-specification. The true potential outcome model is not typically known in real-world experiments, so the best practice is to account for interference and confounding network covariates through both balanced designs and model-based imputation. A full factorial simulated experiment is formulated to demonstrate this principle by comparing performance across different randomization schemes during the design phase and estimators during the analysis phase, under varying network topology and true potential outcome models. Overall, this thesis asserts that interference is not just a nuisance for analysis but rather an opportunity for quantifying and leveraging peer effects in real-world experiments.","[{'authorId': '2186219', 'name': 'E. Kao'}]",11,"{'MAG': '2750965425', 'DBLP': 'journals/corr/abs-1708-08522', 'ArXiv': '1708.08522', 'CorpusId': 22518810}","['Mathematics', 'Computer Science']",2,FALSE,"{'volume': 'abs/1708.08522', 'name': 'ArXiv'}",c0326d2edfb5f7ab003c34e46177c83ea6281bdf,2017-01-26,['JournalArticle'],101,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Causal Inference Under Network Interference: A Framework for Experiments on Social Networks,https://www.semanticscholar.org/paper/c0326d2edfb5f7ab003c34e46177c83ea6281bdf,ArXiv,2017,1,18,0.3055555556
20,"We study treatment effect modifiers for causal analysis in a social network, where neighbors’ characteristics or network structure may affect the outcome of a unit, and the goal is to identify sub-populations with varying treatment effects using such network properties. We propose a novel framework for this purpose that facilitates data-driven decision making by testing hypotheses about complex effect modifiers in terms of network features or network patterns (e.g., characteristics of neighbors of a unit or belonging to a triangle), and by identifying sub-populations for which a treatment is likely to be effective or harmful. We describe a hypothesis testing approach that accounts for a unit’s covariates, their neighbors’ covariates, and patterns in the social network, and devise an algorithm incorporating ideas from causal inference, hypothesis testing, and graph theory to verify a hypothesized effect modifier. In addition, we develop a novel algorithm for discovery of network patterns that are potential effect modifiers. We perform extensive experimental evaluations with a real development economics dataset about the treatment effect of belonging to a financial support network called self-help groups on risk tolerance, and also with a synthetic dataset with known ground truths simulating a vaccine efficacy trial, to evaluate our framework and algorithms.","[{'authorId': '32466098', 'name': 'Amir Gilad'}, {'authorId': '144881140', 'name': 'Harsh Parikh'}, {'authorId': '31938009', 'name': 'Sudeepa Roy'}, {'authorId': '145674068', 'name': 'Babak Salimi'}]",1,"{'ArXiv': '2105.10591', 'CorpusId': 243848030}",['Computer Science'],0,FALSE,,98177701c97aea7204944ce3ec7b9e5617eddab5,2021-05-21,,71,"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",Heterogeneous Treatment Effects in Social Networks,https://www.semanticscholar.org/paper/98177701c97aea7204944ce3ec7b9e5617eddab5,,2021,1,21,0.25
12,"Treatment interference (i.e., one unit’s potential outcomes depend on other units’ treatment) is prevalent in social settings. Ignoring treatment interference can lead to biased estimates of treatment effects and incorrect statistical inferences. Some recent studies have started to incorporate treatment interference into causal inference. But treatment interference is often assumed to follow a simple structure (e.g., treatment interference exists only within groups) or measured in a simplistic way (e.g., only based on the number of treated friends). In this paper, I highlight the importance of collecting data on actual treatment diffusion in order to more accurately measure treatment interference. Furthermore, I show that with accurate measures of treatment interference, we can identify and estimate a series of causal effects that are previously unavailable, including the direct treatment effect, treatment interference effect, and treatment effect on interference. I illustrate the methods through a case study of a social network–based smoking prevention intervention.","[{'authorId': '39412718', 'name': 'Weihua An'}]",6,"{'MAG': '2883393037', 'DOI': '10.1177/0081175018785216', 'CorpusId': 125488826}",['Computer Science'],4,FALSE,"{'volume': '48', 'pages': '152 - 181', 'name': 'Sociological Methodology'}",c5dc491ace4c33f1eff622d0f14dc062861e77d8,2018-07-25,['JournalArticle'],63,"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",Causal Inference with Networked Treatment Diffusion,https://www.semanticscholar.org/paper/c5dc491ace4c33f1eff622d0f14dc062861e77d8,Sociological methodology,2018,1,13,0.24
10,"Estimating individual treatment effects from data of randomized experiments is a critical task in causal inference. The Stable Unit Treatment Value Assumption (SUTVA) is usually made in causal inference. However, interference can introduce bias when the assigned treatment on one unit affects the potential outcomes of the neighboring units. This interference phenomenon is known as spillover effect in economics or peer effect in social science. Usually, in randomized experiments or observational studies with interconnected units, one can only observe treatment responses under interference. Hence, how to estimate the superimposed causal effect and recover the individual treatment effect in the presence of interference becomes a challenging task in causal inference. In this work, we study causal effect estimation under general network interference using GNNs, which are powerful tools for capturing the dependency in the graph. After deriving causal effect estimators, we further study intervention policy improvement on the graph under capacity constraint. We give policy regret bounds under network interference and treatment capacity constraint. Furthermore, a heuristic graph structure-dependent error bound for GNN-based causal estimators is provided.","[{'authorId': '10684484', 'name': 'Yunpu Ma'}, {'authorId': '2115640193', 'name': 'Yuyi Wang'}, {'authorId': '1700754', 'name': 'Volker Tresp'}]",2,"{'MAG': '3006810387', 'DBLP': 'journals/corr/abs-2002-08506', 'CorpusId': 211204985}",['Computer Science'],0,FALSE,"{'volume': 'abs/2002.08506', 'name': 'ArXiv'}",513b312990a2642cf595ff2bda906a0fcfbb64ec,2020-02-20,['JournalArticle'],37,"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",Causal Inference under Networked Interference,https://www.semanticscholar.org/paper/513b312990a2642cf595ff2bda906a0fcfbb64ec,ArXiv,2020,1,11,0.2222222222
23,"Online network experiments have become widely-used methods to estimate spillover effects and study online social influence. In such experiments, the spillover effects often arise not only through an online network of interest but also through a face-to-face network. Social scientists are therefore often interested in measuring the importance of online human interactions by estimating the spillover effects specific to the online network, separately from spillover effects attributable to the offline network. However, the unbiased estimation of these network-specific spillover effects requires an often-violated assumption that researchers observe all relevant networks; they cannot observe the offline network in many applications. In this paper, we derive an exact expression of bias due to unobserved networks. Unlike the conventional omitted variable bias, this bias for the network-specific spillover effect remains even when treatment assignment is randomized and when unobserved networks and the network of interest are independently generated. By incorporating this bias into the estimation, we also develop parametric and nonparametric sensitivity analysis methods, with which researchers can examine the robustness of empirical findings to the possible existence of unmeasured networks. We analyze a political mobilization experiment on the Twitter network and find that an estimate of the Twitter-specific spillover effect is sensitive to assumptions about an unobserved face-to-face network.","[{'authorId': '18350081', 'name': 'Naoki Egami'}]",7,"{'MAG': '2752987192', 'CorpusId': 88517535}",['Mathematics'],0,FALSE,"{'volume': '', 'name': 'arXiv: Methodology'}",524e27002534c6021b32fc5d488f6c75fd6b85ac,2017-08-28,,45,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Unbiased Estimation and Sensitivity Analysis for Network-Specific Spillover Effects: Application to An Online Network Experiment,https://www.semanticscholar.org/paper/524e27002534c6021b32fc5d488f6c75fd6b85ac,,2017,1,24,0.1944444444
2214,"Suppose that we observe a population of causally connected units according to a network. On each unit we observe a set of potentially connected units that contains the true connections, and a longitudinal data structure, which includes timedependent exposure or treatment, time-dependent covariates, a final outcome of interest. The target quantity of interest is defined as the mean outcome for this group of units if the exposures of the units would be probabilistically assigned according to a known specified mechanism, where the latter is called a stochastic intervention. Causal effects of interest are defined as contrasts of the mean of the unit specific outcomes under different stochastic interventions one wishes to evaluate. By varying the network structure, this covers a large range of estimation problems ranging from independent units, independent clusters of units, anda single cluster of units in which each unit has a limited number of connections to other units. We present a few motivating classes of examples, propose a structural causal model, define the desired causal quantities, address the identification of these quantities from the observed data, and define maximum likelihood based estimators based on cross-validation. Such smoothed/regularized maximum likelihood estimators are not targeted and will thereby be overly bias w.r.t. the target parameter, and, as a consequence, generally not result in asymptotically normally distributed estimators of the statistical target parameter. Therefore, we formulated targeted maximum likelihood estimators of this estimand, and showed that the robustness of the efficient influence curve implies that the bias of the TMLE will be a second order term involving squared differences of two nuisance parameters. In order to deal with the curse of dimensionality, we present super-learning based on cross-validation, and we develop targeted maximum likelihood estimators, which are less biased than maximum likelihood estimators due to a targeted bias reduction step. Due to the causal dependencies between units, the data set may correspond with the realization of a single experiment, so that establishing a (e.g., normal) limit distribution for the estimators, and corresponding statistical inference, is a challenging topic. In order to establish a formal theorem, we focus on the point-treatment longitudinal data structure, thereby also putting down a foundation for its generalization to the general longitudinal data structure, which we reserve for future research.We conclude with a discussion.","[{'authorId': '123193912', 'name': 'V. D. Laan'}, {'authorId': '145784900', 'name': 'J. Mark'}]",22,"{'MAG': '2279297446', 'CorpusId': 123971660}",['Mathematics'],3,FALSE,"{'volume': '', 'name': ''}",7683468034deb7b437fca5b398f760a2b3142ae4,,,124,"[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",Causal Inference for Networks,https://www.semanticscholar.org/paper/7683468034deb7b437fca5b398f760a2b3142ae4,,2012,1,26,0.1818181818
2216,"We consider policy evaluations when SUTVA is violated because of the presence of interference among units. We propose to explicitly model interactions as a function of units characteristics. Our approach is applied to the evaluation of a policy implemented in Tuscany (a region in Italy) on small handicraft firms. Results show that the benefits from the policy are reduced when treated firms are subject to high levels of interference. Moreover, the average causal effect is slightly underestimated when interference is ignored. These findings point to the importance of considering possible interference among units when evaluating and planning policy interventions.","[{'authorId': '1884830', 'name': 'B. Arpino'}, {'authorId': '2391773', 'name': 'A. Mattei'}]",8,"{'MAG': '2097147901', 'CorpusId': 46990131}","['Economics', 'Geography', 'Engineering']",2,FALSE,"{'volume': '', 'name': ''}",0e84526a4985a4a0775531713a729856a71a0677,2012-05-15,,40,"[{'category': 'Economics', 'source': 'external'}, {'category': 'Geography', 'source': 'external'}, {'category': 'Engineering', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",Assessing the Impact of Financial Aids to Firms: Causal Inference in the presence of Interference,https://www.semanticscholar.org/paper/0e84526a4985a4a0775531713a729856a71a0677,,2012,1,30,0.06611570248
